Year,User,Rpt_Area,TotalRF_n,YE_n,Black_n,Pelagic_n,Nonpel_n,NotYE_Nonpel_n,pYE,var_pYE,pYE_avgRptArea,var_pYE_avgRptArea,pBRF,var_pBRF,pBRF_avgRptArea,var_pBRF_avgRptArea,pPel,var_pPel,pPel_avgRptArea,var_pPel_avgRptArea,pNonpel,var_pNonpel,pNonpel_avgRptArea,var_pNonpel_avgRptArea,pYEinNonpel,var_pYEinNonpel,pYEinNonpel_avgRptArea,var_pYEinNonpel_avgRptArea,pBRFinPel,varBRFinPel,pBRFinPel_avgRptArea,var_pBRFinPel_avgRptArea,DSR_n,pDSR,var_pDSR,pDSR_avgRptArea,var_DSR_avgRptArea,pDSRinNonP,var_pDSRinNonP,pDSRinNonP_avgRptArea,var_DSRinNonP_avgRptArea,Slope_n,pSlope,var_pSlope,pSlope_avgRptArea,var_pSlopeAvgRptArea,pSlopeinNonP,var_pSlopeinNonP,pSlopeinNonP_avgRptArea,var_pSlopeinNonPAvgRptArea
2006,charter,NSEI,690,185,313,339,351,166,0.268115942,0.000284804,0.113485962,0.005947854,0.453623188,0.000359723,0.451470113,0.018841394,0.491304348,0.000362735,0.658473355,0.010233173,0.508695652,0.000362735,0.341526645,0.010240154,0.527065527,0.000712193,0.301941222,0.016416871,0.923303835,0.000209508,0.714755962,0.065417313,326,0.472463768,0.000361744,0.287155997,0.012325815,0.928774929,0.000189006,0.818939746,0.011583263,25,0.036231884,5.07E-05,0.058596568,0.00144544,0.071225071,0.000189006,0.199241256,0.024688196
2007,charter,NSEI,729,189,357,369,360,171,0.259259259,0.000263797,0.113485962,0.005947854,0.489711934,0.000343261,0.451470113,0.018841394,0.50617284,0.000343354,0.658473355,0.010233173,0.49382716,0.000343354,0.341526645,0.010240154,0.525,0.000694638,0.301941222,0.016416871,0.967479675,8.55E-05,0.714755962,0.065417313,348,0.477366255,0.000342703,0.287155997,0.012325815,0.966666667,8.98E-05,0.818939746,0.011583263,12,0.016460905,2.22E-05,0.058596568,0.00144544,0.033333333,8.98E-05,0.199241256,0.024688196
2008,charter,NSEI,1294,216,747,782,512,296,0.166924266,0.000107549,0.113485962,0.005947854,0.577279753,0.00018873,0.451470113,0.018841394,0.604327666,0.000184931,0.658473355,0.010233173,0.395672334,0.000184931,0.341526645,0.010240154,0.421875,0.000477293,0.301941222,0.016416871,0.955242967,5.47E-05,0.714755962,0.065417313,485,0.374806801,0.000181227,0.287155997,0.012325815,0.947265625,9.78E-05,0.818939746,0.011583263,27,0.020865533,1.58E-05,0.058596568,0.00144544,0.052734375,9.78E-05,0.199241256,0.024688196
2009,charter,NSEI,755,114,382,458,297,183,0.150993377,0.000170019,0.113485962,0.005947854,0.505960265,0.000331518,0.451470113,0.018841394,0.606622517,0.000316488,0.658473355,0.010233173,0.393377483,0.000316488,0.341526645,0.010240154,0.383838384,0.000799008,0.301941222,0.016416871,0.834061135,0.000302852,0.714755962,0.065417313,260,0.344370861,0.000299442,0.287155997,0.012325815,0.875420875,0.000368443,0.818939746,0.011583263,37,0.049006623,6.18E-05,0.058596568,0.00144544,0.124579125,0.000368443,0.199241256,0.024688196
2010,charter,NSEI,970,133,485,583,387,254,0.137113402,0.000122098,0.113485962,0.005947854,0.5,0.000257998,0.451470113,0.018841394,0.601030928,0.000247464,0.658473355,0.010233173,0.398969072,0.000247464,0.341526645,0.010240154,0.343669251,0.000584354,0.301941222,0.016416871,0.831903945,0.000240275,0.714755962,0.065417313,353,0.363917526,0.000238887,0.287155997,0.012325815,0.912144703,0.000207608,0.818939746,0.011583263,34,0.035051546,3.49E-05,0.058596568,0.00144544,0.087855297,0.000207608,0.199241256,0.024688196
2011,charter,NSEI,778,74,487,523,255,181,0.095115681,0.000110771,0.113485962,0.005947854,0.62596401,0.00030133,0.451470113,0.018841394,0.672236504,0.000283571,0.658473355,0.010233173,0.327763496,0.000283571,0.341526645,0.010240154,0.290196078,0.000810954,0.301941222,0.016416871,0.931166348,0.000122788,0.714755962,0.065417313,221,0.284061697,0.000261738,0.287155997,0.012325815,0.866666667,0.000454943,0.818939746,0.011583263,34,0.043701799,5.38E-05,0.058596568,0.00144544,0.133333333,0.000454943,0.199241256,0.024688196
2012,charter,NSEI,898,104,494,573,325,221,0.115812918,0.000114159,0.113485962,0.005947854,0.550111359,0.000275907,0.451470113,0.018841394,0.638084633,0.00025745,0.658473355,0.010233173,0.361915367,0.00025745,0.341526645,0.010240154,0.32,0.000671605,0.301941222,0.016416871,0.862129145,0.000207802,0.714755962,0.065417313,285,0.317371938,0.000241524,0.287155997,0.012325815,0.876923077,0.000333114,0.818939746,0.011583263,40,0.04454343,4.74E-05,0.058596568,0.00144544,0.123076923,0.000333114,0.199241256,0.024688196
2013,charter,NSEI,938,102,470,621,317,215,0.108742004,0.000103433,0.113485962,0.005947854,0.501066098,0.000266808,0.451470113,0.018841394,0.662046908,0.000238784,0.658473355,0.010233173,0.337953092,0.000238784,0.341526645,0.010240154,0.321766562,0.00069061,0.301941222,0.016416871,0.7568438,0.000296825,0.714755962,0.065417313,222,0.236673774,0.000192806,0.287155997,0.012325815,0.700315457,0.000664157,0.818939746,0.011583263,96,0.102345416,9.80E-05,0.058596568,0.00144544,0.302839117,0.000668125,0.199241256,0.024688196
2014,charter,NSEI,1084,50,539,763,321,271,0.046125461,4.06E-05,0.113485962,0.005947854,0.497232472,0.000230833,0.451470113,0.018841394,0.703874539,0.000192461,0.658473355,0.010233173,0.296125461,0.000192461,0.341526645,0.010240154,0.15576324,0.000410941,0.301941222,0.016416871,0.706422018,0.000272165,0.714755962,0.065417313,247,0.227859779,0.000162456,0.287155997,0.012325815,0.769470405,0.00055433,0.818939746,0.011583263,74,0.068265683,5.87E-05,0.058596568,0.00144544,0.230529595,0.00055433,0.199241256,0.024688196
2015,charter,NSEI,1489,71,838,1044,445,374,0.047683009,3.05E-05,0.113485962,0.005947854,0.562793821,0.000165361,0.451470113,0.018841394,0.701141706,0.000140821,0.658473355,0.010233173,0.298858294,0.000140821,0.341526645,0.010240154,0.159550562,0.000302014,0.301941222,0.016416871,0.802681992,0.000151854,0.714755962,0.065417313,388,0.260577569,0.000129487,0.287155997,0.012325815,0.871910112,0.000251538,0.818939746,0.011583263,57,0.038280725,2.47E-05,0.058596568,0.00144544,0.128089888,0.000251538,0.199241256,0.024688196
2016,charter,NSEI,1243,106,388,757,486,380,0.085277554,6.28E-05,0.113485962,0.005947854,0.312148029,0.000172876,0.451470113,0.018841394,0.609010459,0.00019172,0.658473355,0.010233173,0.390989541,0.00019172,0.341526645,0.010240154,0.218106996,0.000351621,0.301941222,0.016416871,0.512549538,0.00033048,0.714755962,0.065417313,326,0.262268705,0.000155784,0.287155997,0.012325815,0.670781893,0.000455327,0.818939746,0.011583263,187,0.150442478,0.000102906,0.058596568,0.00144544,0.384773663,0.000488088,0.199241256,0.024688196
2017,charter,NSEI,1430,69,458,1149,281,212,0.048251748,3.21E-05,0.113485962,0.005947854,0.32027972,0.000152345,0.451470113,0.018841394,0.803496503,0.00011049,0.658473355,0.010233173,0.196503497,0.00011049,0.341526645,0.010240154,0.245551601,0.000661629,0.301941222,0.016416871,0.398607485,0.000208815,0.714755962,0.065417313,204,0.142657343,8.56E-05,0.287155997,0.012325815,0.725978648,0.000710477,0.818939746,0.011583263,82,0.057342657,3.78E-05,0.058596568,0.00144544,0.291814947,0.000738068,0.199241256,0.024688196
2018,charter,NSEI,2859,108,612,2331,528,420,0.037775446,1.27E-05,0.113485962,0.005947854,0.21406086,5.89E-05,0.451470113,0.018841394,0.815320042,5.27E-05,0.658473355,0.010233173,0.184679958,5.27E-05,0.341526645,0.010240154,0.204545455,0.000308741,0.301941222,0.016416871,0.262548263,8.31E-05,0.714755962,0.065417313,438,0.15320042,4.54E-05,0.287155997,0.012325815,0.829545455,0.000268311,0.818939746,0.011583263,184,0.064358167,2.11E-05,0.058596568,0.00144544,0.348484848,0.000430822,0.199241256,0.024688196
2019,charter,NSEI,3285,71,691,2641,644,573,0.021613394,6.44E-06,0.113485962,0.005947854,0.210350076,5.06E-05,0.451470113,0.018841394,0.803957382,4.80E-05,0.658473355,0.010233173,0.196042618,4.80E-05,0.341526645,0.010240154,0.110248447,0.000152556,0.301941222,0.016416871,0.261643317,7.32E-05,0.714755962,0.065417313,337,0.102587519,2.80E-05,0.287155997,0.012325815,0.523291925,0.000387959,0.818939746,0.011583263,307,0.093455099,2.58E-05,0.058596568,0.00144544,0.476708075,0.000387959,0.199241256,0.024688196
1998,private,NSEI,0,,,,,,,,0.123615899,0.004260125,,,0.233722441,0.006109349,,,0.481909605,0.014444042,,,0.518090395,0.014457536,,,0.230672537,0.007269627,,,0.487256498,0.012436344,,,,0.3758032,0.012568864,,,0.720907174,0.006947749,,,,0.142287195,0.002498348,,,0.279092826,0.006952085
1999,private,NSEI,0,,,,,,,,0.123615899,0.004260125,,,0.233722441,0.006109349,,,0.481909605,0.014444042,,,0.518090395,0.014457536,,,0.230672537,0.007269627,,,0.487256498,0.012436344,,,,0.3758032,0.012568864,,,0.720907174,0.006947749,,,,0.142287195,0.002498348,,,0.279092826,0.006952085
2000,private,NSEI,0,,,,,,,,0.123615899,0.004260125,,,0.233722441,0.006109349,,,0.481909605,0.014444042,,,0.518090395,0.014457536,,,0.230672537,0.007269627,,,0.487256498,0.012436344,,,,0.3758032,0.012568864,,,0.720907174,0.006947749,,,,0.142287195,0.002498348,,,0.279092826,0.006952085
2001,private,NSEI,0,,,,,,,,0.123615899,0.004260125,,,0.233722441,0.006109349,,,0.481909605,0.014444042,,,0.518090395,0.014457536,,,0.230672537,0.007269627,,,0.487256498,0.012436344,,,,0.3758032,0.012568864,,,0.720907174,0.006947749,,,,0.142287195,0.002498348,,,0.279092826,0.006952085
2002,private,NSEI,0,,,,,,,,0.123615899,0.004260125,,,0.233722441,0.006109349,,,0.481909605,0.014444042,,,0.518090395,0.014457536,,,0.230672537,0.007269627,,,0.487256498,0.012436344,,,,0.3758032,0.012568864,,,0.720907174,0.006947749,,,,0.142287195,0.002498348,,,0.279092826,0.006952085
2003,private,NSEI,0,,,,,,,,0.123615899,0.004260125,,,0.233722441,0.006109349,,,0.481909605,0.014444042,,,0.518090395,0.014457536,,,0.230672537,0.007269627,,,0.487256498,0.012436344,,,,0.3758032,0.012568864,,,0.720907174,0.006947749,,,,0.142287195,0.002498348,,,0.279092826,0.006952085
2004,private,NSEI,0,,,,,,,,0.123615899,0.004260125,,,0.233722441,0.006109349,,,0.481909605,0.014444042,,,0.518090395,0.014457536,,,0.230672537,0.007269627,,,0.487256498,0.012436344,,,,0.3758032,0.012568864,,,0.720907174,0.006947749,,,,0.142287195,0.002498348,,,0.279092826,0.006952085
2005,private,NSEI,0,,,,,,,,0.123615899,0.004260125,,,0.233722441,0.006109349,,,0.481909605,0.014444042,,,0.518090395,0.014457536,,,0.230672537,0.007269627,,,0.487256498,0.012436344,,,,0.3758032,0.012568864,,,0.720907174,0.006947749,,,,0.142287195,0.002498348,,,0.279092826,0.006952085
2006,private,NSEI,190,29,61,106,84,55,0.152631579,0.000684313,0.123615899,0.004260125,0.321052632,0.001153322,0.233722441,0.006109349,0.557894737,0.001305017,0.481909605,0.014444042,0.442105263,0.001305017,0.518090395,0.014457536,0.345238095,0.002723479,0.230672537,0.007269627,0.575471698,0.002326705,0.487256498,0.012436344,65,0.342105263,0.001190843,0.3758032,0.012568864,0.773809524,0.002108775,0.720907174,0.006947749,19,0.1,0.00047619,0.142287195,0.002498348,0.226190476,0.002108775,0.279092826,0.006952085
2007,private,NSEI,209,49,35,76,133,84,0.234449761,0.000862899,0.123615899,0.004260125,0.167464115,0.000670288,0.233722441,0.006109349,0.363636364,0.001112524,0.481909605,0.014444042,0.636363636,0.001112524,0.518090395,0.014457536,0.368421053,0.00176278,0.230672537,0.007269627,0.460526316,0.003312558,0.487256498,0.012436344,90,0.43062201,0.001178782,0.3758032,0.012568864,0.676691729,0.001657424,0.720907174,0.006947749,43,0.205741627,0.000785635,0.142287195,0.002498348,0.323308271,0.001657424,0.279092826,0.006952085
2008,private,NSEI,172,36,22,56,116,80,0.209302326,0.000967806,0.123615899,0.004260125,0.127906977,0.00065232,0.233722441,0.006109349,0.325581395,0.001284083,0.481909605,0.014444042,0.674418605,0.001284083,0.518090395,0.014457536,0.310344828,0.001861138,0.230672537,0.007269627,0.392857143,0.004336735,0.487256498,0.012436344,99,0.575581395,0.001428582,0.3758032,0.012568864,0.853448276,0.001087603,0.720907174,0.006947749,17,0.098837209,0.000520868,0.142287195,0.002498348,0.146551724,0.001087603,0.279092826,0.006952085
2009,private,NSEI,221,48,32,67,154,106,0.21719457,0.000772823,0.123615899,0.004260125,0.14479638,0.000562865,0.233722441,0.006109349,0.303167421,0.000960259,0.481909605,0.014444042,0.696832579,0.000960259,0.518090395,0.014457536,0.311688312,0.001402214,0.230672537,0.007269627,0.47761194,0.003780284,0.487256498,0.012436344,124,0.561085973,0.001119402,0.3758032,0.012568864,0.805194805,0.001025203,0.720907174,0.006947749,30,0.135746606,0.00053327,0.142287195,0.002498348,0.194805195,0.001025203,0.279092826,0.006952085
2010,private,NSEI,409,66,83,143,266,200,0.161369193,0.000331689,0.123615899,0.004260125,0.202933985,0.00039645,0.233722441,0.006109349,0.349633252,0.000557328,0.481909605,0.014444042,0.650366748,0.000557328,0.518090395,0.014457536,0.248120301,0.000703987,0.230672537,0.007269627,0.58041958,0.001715019,0.487256498,0.012436344,221,0.540342298,0.000608756,0.3758032,0.012568864,0.830827068,0.00053039,0.720907174,0.006947749,45,0.11002445,0.000239998,0.142287195,0.002498348,0.169172932,0.00053039,0.279092826,0.006952085
2011,private,NSEI,348,64,72,136,212,148,0.183908046,0.000432524,0.123615899,0.004260125,0.206896552,0.000472883,0.233722441,0.006109349,0.390804598,0.000686099,0.481909605,0.014444042,0.609195402,0.000686099,0.518090395,0.014457536,0.301886792,0.000998821,0.230672537,0.007269627,0.529411765,0.001845444,0.487256498,0.012436344,148,0.425287356,0.000704375,0.3758032,0.012568864,0.698113208,0.000998821,0.720907174,0.006947749,64,0.183908046,0.000432524,0.142287195,0.002498348,0.301886792,0.000998821,0.279092826,0.006952085
2012,private,NSEI,514,35,178,270,244,209,0.068093385,0.000123697,0.123615899,0.004260125,0.346303502,0.000441281,0.233722441,0.006109349,0.525291829,0.000486083,0.481909605,0.014444042,0.474708171,0.000486083,0.518090395,0.014457536,0.143442623,0.000505625,0.230672537,0.007269627,0.659259259,0.00083508,0.487256498,0.012436344,177,0.344357977,0.000440108,0.3758032,0.012568864,0.725409836,0.000819714,0.720907174,0.006947749,67,0.130350195,0.000220973,0.142287195,0.002498348,0.274590164,0.000819714,0.279092826,0.006952085
2013,private,NSEI,983,79,362,591,392,313,0.080366226,7.53E-05,0.123615899,0.004260125,0.368260427,0.000236909,0.233722441,0.006109349,0.601220753,0.000244149,0.481909605,0.014444042,0.398779247,0.000244149,0.518090395,0.014457536,0.201530612,0.00041155,0.230672537,0.007269627,0.612521151,0.000402269,0.487256498,0.012436344,262,0.266531027,0.000199076,0.3758032,0.012568864,0.668367347,0.000566886,0.720907174,0.006947749,130,0.13224822,0.000116862,0.142287195,0.002498348,0.331632653,0.000566886,0.279092826,0.006952085
2014,private,NSEI,1123,73,335,559,564,491,0.065004452,5.42E-05,0.123615899,0.004260125,0.298308103,0.00018656,0.233722441,0.006109349,0.49777382,0.000222812,0.481909605,0.014444042,0.50222618,0.000222812,0.518090395,0.014457536,0.129432624,0.000200142,0.230672537,0.007269627,0.599284436,0.000430363,0.487256498,0.012436344,383,0.341050757,0.000200299,0.3758032,0.012568864,0.679078014,0.000387089,0.720907174,0.006947749,181,0.161175423,0.000120497,0.142287195,0.002498348,0.320921986,0.000387089,0.279092826,0.006952085
2015,private,NSEI,1216,89,313,599,617,528,0.073190789,5.58E-05,0.123615899,0.004260125,0.257401316,0.000157322,0.233722441,0.006109349,0.492598684,0.000205716,0.481909605,0.014444042,0.507401316,0.000205716,0.518090395,0.014457536,0.144246353,0.000200389,0.230672537,0.007269627,0.522537563,0.000417211,0.487256498,0.012436344,380,0.3125,0.000176826,0.3758032,0.012568864,0.615883306,0.000384044,0.720907174,0.006947749,237,0.194901316,0.000129148,0.142287195,0.002498348,0.384116694,0.000384044,0.279092826,0.006952085
2016,private,NSEI,1311,84,200,578,733,649,0.064073227,4.58E-05,0.123615899,0.004260125,0.152555301,9.87E-05,0.233722441,0.006109349,0.440884821,0.000188172,0.481909605,0.014444042,0.559115179,0.000188172,0.518090395,0.014457536,0.114597544,0.000138613,0.230672537,0.007269627,0.346020761,0.000392184,0.487256498,0.012436344,405,0.308924485,0.00016297,0.3758032,0.012568864,0.552523874,0.000337761,0.720907174,0.006947749,328,0.250190694,0.000143203,0.142287195,0.002498348,0.447476126,0.000337761,0.279092826,0.006952085
2017,private,NSEI,1139,88,312,783,356,268,0.077260755,6.26E-05,0.123615899,0.004260125,0.273924495,0.000174771,0.233722441,0.006109349,0.687445127,0.000188809,0.481909605,0.014444042,0.312554873,0.000188809,0.518090395,0.014457536,0.247191011,0.00052419,0.230672537,0.007269627,0.398467433,0.00030651,0.487256498,0.012436344,272,0.23880597,0.000159734,0.3758032,0.012568864,0.764044944,0.000507832,0.720907174,0.006947749,84,0.073748903,6.00E-05,0.142287195,0.002498348,0.235955056,0.000507832,0.279092826,0.006952085
2018,private,NSEI,1257,102,234,712,545,443,0.081145585,5.94E-05,0.123615899,0.004260125,0.186157518,0.000120623,0.233722441,0.006109349,0.566428003,0.000195531,0.481909605,0.014444042,0.433571997,0.000195531,0.518090395,0.014457536,0.187155963,0.000279648,0.230672537,0.007269627,0.328651685,0.000310323,0.487256498,0.012436344,410,0.326173429,0.000174988,0.3758032,0.012568864,0.752293578,0.000342551,0.720907174,0.006947749,135,0.107398568,7.63E-05,0.142287195,0.002498348,0.247706422,0.000342551,0.279092826,0.006952085
2019,private,NSEI,1884,118,411,1214,670,552,0.062632696,3.12E-05,0.123615899,0.004260125,0.218152866,9.06E-05,0.233722441,0.006109349,0.644373673,0.000121697,0.481909605,0.014444042,0.355626327,0.000121697,0.518090395,0.014457536,0.176119403,0.000216893,0.230672537,0.007269627,0.338550247,0.000184612,0.487256498,0.012436344,467,0.247876858,9.90E-05,0.3758032,0.012568864,0.697014925,0.000315673,0.720907174,0.006947749,203,0.107749469,5.11E-05,0.142287195,0.002498348,0.302985075,0.000315673,0.279092826,0.006952085
1998,charter,NSEO,0,,,,,,,,0.131989124,0.004533891,,,0.669023396,0.005515361,,,0.710663948,0.008944978,,,0.289336052,0.00892797,,,0.439269953,0.008609547,,,0.944457866,0.00105383,,,,0.268369625,0.010001909,,,0.91365352,0.003097931,,,,0.020966427,0.000105314,,,0.08634648,0.003091062
1999,charter,NSEO,0,,,,,,,,0.131989124,0.004533891,,,0.669023396,0.005515361,,,0.710663948,0.008944978,,,0.289336052,0.00892797,,,0.439269953,0.008609547,,,0.944457866,0.00105383,,,,0.268369625,0.010001909,,,0.91365352,0.003097931,,,,0.020966427,0.000105314,,,0.08634648,0.003091062
2000,charter,NSEO,0,,,,,,,,0.131989124,0.004533891,,,0.669023396,0.005515361,,,0.710663948,0.008944978,,,0.289336052,0.00892797,,,0.439269953,0.008609547,,,0.944457866,0.00105383,,,,0.268369625,0.010001909,,,0.91365352,0.003097931,,,,0.020966427,0.000105314,,,0.08634648,0.003091062
2001,charter,NSEO,0,,,,,,,,0.131989124,0.004533891,,,0.669023396,0.005515361,,,0.710663948,0.008944978,,,0.289336052,0.00892797,,,0.439269953,0.008609547,,,0.944457866,0.00105383,,,,0.268369625,0.010001909,,,0.91365352,0.003097931,,,,0.020966427,0.000105314,,,0.08634648,0.003091062
2002,charter,NSEO,0,,,,,,,,0.131989124,0.004533891,,,0.669023396,0.005515361,,,0.710663948,0.008944978,,,0.289336052,0.00892797,,,0.439269953,0.008609547,,,0.944457866,0.00105383,,,,0.268369625,0.010001909,,,0.91365352,0.003097931,,,,0.020966427,0.000105314,,,0.08634648,0.003091062
2003,charter,NSEO,0,,,,,,,,0.131989124,0.004533891,,,0.669023396,0.005515361,,,0.710663948,0.008944978,,,0.289336052,0.00892797,,,0.439269953,0.008609547,,,0.944457866,0.00105383,,,,0.268369625,0.010001909,,,0.91365352,0.003097931,,,,0.020966427,0.000105314,,,0.08634648,0.003091062
2004,charter,NSEO,0,,,,,,,,0.131989124,0.004533891,,,0.669023396,0.005515361,,,0.710663948,0.008944978,,,0.289336052,0.00892797,,,0.439269953,0.008609547,,,0.944457866,0.00105383,,,,0.268369625,0.010001909,,,0.91365352,0.003097931,,,,0.020966427,0.000105314,,,0.08634648,0.003091062
2005,charter,NSEO,0,,,,,,,,0.131989124,0.004533891,,,0.669023396,0.005515361,,,0.710663948,0.008944978,,,0.289336052,0.00892797,,,0.439269953,0.008609547,,,0.944457866,0.00105383,,,,0.268369625,0.010001909,,,0.91365352,0.003097931,,,,0.020966427,0.000105314,,,0.08634648,0.003091062
2006,charter,NSEO,874,252,435,454,420,168,0.288329519,0.000235047,0.131989124,0.004533891,0.49771167,0.000286363,0.669023396,0.005515361,0.519450801,0.000285935,0.710663948,0.008944978,0.480549199,0.000285935,0.289336052,0.00892797,0.6,0.000572792,0.439269953,0.008609547,0.95814978,8.85E-05,0.944457866,0.00105383,415,0.474828375,0.000285643,0.268369625,0.010001909,0.988095238,2.81E-05,0.91365352,0.003097931,5,0.005720824,6.52E-06,0.020966427,0.000105314,0.011904762,2.81E-05,0.08634648,0.003091062
2007,charter,NSEO,1597,334,958,983,614,280,0.209142142,0.000103635,0.131989124,0.004533891,0.599874765,0.000150392,0.669023396,0.005515361,0.615529117,0.000148279,0.710663948,0.008944978,0.384470883,0.000148279,0.289336052,0.00892797,0.543973941,0.000404676,0.439269953,0.008609547,0.97456765,2.52E-05,0.944457866,0.00105383,606,0.37946149,0.000147538,0.268369625,0.010001909,0.986970684,2.10E-05,0.91365352,0.003097931,8,0.005009393,3.12E-06,0.020966427,0.000105314,0.013029316,2.10E-05,0.08634648,0.003091062
2008,charter,NSEO,1974,374,1165,1173,801,427,0.189463019,7.78E-05,0.131989124,0.004533891,0.590172239,0.000122589,0.669023396,0.005515361,0.594224924,0.000122211,0.710663948,0.008944978,0.405775076,0.000122211,0.289336052,0.00892797,0.466916355,0.000311132,0.439269953,0.008609547,0.993179881,5.78E-06,0.944457866,0.00105383,758,0.383991895,0.00011989,0.268369625,0.010001909,0.946317104,6.35E-05,0.91365352,0.003097931,43,0.021783181,1.08E-05,0.020966427,0.000105314,0.053682896,6.35E-05,0.08634648,0.003091062
2009,charter,NSEO,1053,204,695,710,343,139,0.193732194,0.000148479,0.131989124,0.004533891,0.660018993,0.000213302,0.669023396,0.005515361,0.674264008,0.000208776,0.710663948,0.008944978,0.325735992,0.000208776,0.289336052,0.00892797,0.594752187,0.000704743,0.439269953,0.008609547,0.978873239,2.92E-05,0.944457866,0.00105383,333,0.316239316,0.000205544,0.268369625,0.010001909,0.970845481,8.28E-05,0.91365352,0.003097931,10,0.009496676,8.94E-06,0.020966427,0.000105314,0.029154519,8.28E-05,0.08634648,0.003091062
2010,charter,NSEO,1470,265,908,940,530,265,0.180272109,0.000100595,0.131989124,0.004533891,0.617687075,0.000160755,0.669023396,0.005515361,0.639455782,0.000156945,0.710663948,0.008944978,0.360544218,0.000156945,0.289336052,0.00892797,0.5,0.00047259,0.439269953,0.008609547,0.965957447,3.50E-05,0.944457866,0.00105383,502,0.341496599,0.000153081,0.268369625,0.010001909,0.947169811,9.46E-05,0.91365352,0.003097931,28,0.019047619,1.27E-05,0.020966427,0.000105314,0.052830189,9.46E-05,0.08634648,0.003091062
2011,charter,NSEO,2910,307,2163,2215,695,388,0.105498282,3.24E-05,0.131989124,0.004533891,0.743298969,6.56E-05,0.669023396,0.005515361,0.761168385,6.25E-05,0.710663948,0.008944978,0.238831615,6.25E-05,0.289336052,0.00892797,0.441726619,0.000355337,0.439269953,0.008609547,0.976523702,1.04E-05,0.944457866,0.00105383,641,0.220274914,5.90E-05,0.268369625,0.010001909,0.922302158,0.000103258,0.91365352,0.003097931,54,0.018556701,6.26E-06,0.020966427,0.000105314,0.077697842,0.000103258,0.08634648,0.003091062
2012,charter,NSEO,2666,256,1826,1908,758,502,0.096024006,3.26E-05,0.131989124,0.004533891,0.68492123,8.10E-05,0.669023396,0.005515361,0.71567892,7.64E-05,0.710663948,0.008944978,0.28432108,7.64E-05,0.289336052,0.00892797,0.337730871,0.000295467,0.439269953,0.008609547,0.957023061,2.16E-05,0.944457866,0.00105383,683,0.256189047,7.15E-05,0.268369625,0.010001909,0.901055409,0.000117774,0.91365352,0.003097931,75,0.028132033,1.03E-05,0.020966427,0.000105314,0.098944591,0.000117774,0.08634648,0.003091062
2013,charter,NSEO,3190,258,2270,2447,743,485,0.080877743,2.33E-05,0.131989124,0.004533891,0.711598746,6.44E-05,0.669023396,0.005515361,0.767084639,5.60E-05,0.710663948,0.008944978,0.232915361,5.60E-05,0.289336052,0.00892797,0.347240915,0.000305478,0.439269953,0.008609547,0.92766653,2.74E-05,0.944457866,0.00105383,645,0.202194357,5.06E-05,0.268369625,0.010001909,0.868102288,0.000154314,0.91365352,0.003097931,98,0.030721003,9.34E-06,0.020966427,0.000105314,0.131897712,0.000154314,0.08634648,0.003091062
2014,charter,NSEO,2919,266,1955,2095,824,558,0.091127098,2.84E-05,0.131989124,0.004533891,0.669749914,7.58E-05,0.669023396,0.005515361,0.717711545,6.94E-05,0.710663948,0.008944978,0.282288455,6.94E-05,0.289336052,0.00892797,0.322815534,0.00026562,0.439269953,0.008609547,0.933174224,2.98E-05,0.944457866,0.00105383,721,0.247002398,6.37E-05,0.268369625,0.010001909,0.875,0.000132898,0.91365352,0.003097931,103,0.035286057,1.17E-05,0.020966427,0.000105314,0.125,0.000132898,0.08634648,0.003091062
2015,charter,NSEO,3373,342,2273,2389,984,642,0.101393418,2.70E-05,0.131989124,0.004533891,0.673880818,6.52E-05,0.669023396,0.005515361,0.708271568,6.13E-05,0.710663948,0.008944978,0.291728432,6.13E-05,0.289336052,0.00892797,0.347560976,0.000230684,0.439269953,0.008609547,0.951444119,1.93E-05,0.944457866,0.00105383,889,0.263563593,5.76E-05,0.268369625,0.010001909,0.903455285,8.87E-05,0.91365352,0.003097931,95,0.028164838,8.12E-06,0.020966427,0.000105314,0.096544715,8.87E-05,0.08634648,0.003091062
2016,charter,NSEO,2808,297,1862,2060,748,451,0.105769231,3.37E-05,0.131989124,0.004533891,0.663105413,7.96E-05,0.669023396,0.005515361,0.733618234,6.96E-05,0.710663948,0.008944978,0.266381766,6.96E-05,0.289336052,0.00892797,0.397058824,0.000320486,0.439269953,0.008609547,0.903883495,4.22E-05,0.944457866,0.00105383,696,0.247863248,6.64E-05,0.268369625,0.010001909,0.930481283,8.66E-05,0.91365352,0.003097931,52,0.018518519,6.48E-06,0.020966427,0.000105314,0.069518717,8.66E-05,0.08634648,0.003091062
2017,charter,NSEO,3233,238,2375,2635,598,360,0.073615837,2.11E-05,0.131989124,0.004533891,0.734611816,6.03E-05,0.669023396,0.005515361,0.815032478,4.66E-05,0.710663948,0.008944978,0.184967522,4.66E-05,0.289336052,0.00892797,0.397993311,0.000401331,0.439269953,0.008609547,0.901328273,3.38E-05,0.944457866,0.00105383,549,0.169811321,4.36E-05,0.268369625,0.010001909,0.918060201,0.000126006,0.91365352,0.003097931,49,0.015156202,4.62E-06,0.020966427,0.000105314,0.081939799,0.000126006,0.08634648,0.003091062
