"Year","User","Rpt_Area","TotalRF_n","YE_n","Black_n","Pelagic_n","Nonpel_n","NotYE_Nonpel_n","pYE","var_pYE","pYE_avgRptArea","var_pYE_avgRptArea","pBRF","var_pBRF","pBRF_avgRptArea","var_pBRF_avgRptArea","pPel","var_pPel","pPel_avgRptArea","var_pPel_avgRptArea","pNonpel","var_pNonpel","pNonpel_avgRptArea","var_pNonpel_avgRptArea","pYEinNonpel","var_pYEinNonpel","pYEinNonpel_avgRptArea","var_pYEinNonpel_avgRptArea","pBRFinPel","varBRFinPel","pBRFinPel_avgRptArea","var_pBRFinPel_avgRptArea"
1997,"charter","PWSI",50,22,21,21,29,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"charter","PWSI",181,89,73,76,105,16,0.556839848731327,0.00137094017553444,0.222818966363509,0.0149152661256585,0.305938140611789,0.00117966663739328,0.501250431655789,0.0133453522180627,0.319430615962074,0.00120774831971202,0.599730661164571,0.0187030336164465,0.680569384037925,0.00120774831971202,0.400269338835429,0.0187584578015139,0.818197030003771,0.00143029471246903,0.528949848201581,0.0209349615790609,0.957760857362879,0.00053939996621869,0.840466419571173,0.00752100749821344
1999,"charter","PWSI",380,168,100,126,254,86,0.33941732744605,0.000591591570647575,0.222818966363509,0.0149152661256585,0.486413739500623,0.000659143571307765,0.501250431655789,0.0133453522180627,0.518966955708815,0.000658681410530712,0.599730661164571,0.0187030336164465,0.481033044291185,0.000658681410530712,0.400269338835429,0.0187584578015139,0.705600855230622,0.00082106042817564,0.528949848201581,0.0209349615790609,0.93727304628918,0.000470338263911844,0.840466419571173,0.00752100749821344
2000,"charter","PWSI",399,115,53,128,271,156,0.29943922843998,0.000527073811334797,0.222818966363509,0.0149152661256585,0.266200115937156,0.000490798025658795,0.501250431655789,0.0133453522180627,0.383705575666507,0.000594159816253622,0.599730661164571,0.0187030336164465,0.616294424333493,0.000594159816253622,0.400269338835429,0.0187584578015139,0.485870416179436,0.000925186499485399,0.528949848201581,0.0209349615790609,0.693761396286094,0.00167288599456113,0.840466419571173,0.00752100749821344
2001,"charter","PWSI",305,93,74,98,207,114,0.294762623481781,0.000683807958157628,0.222818966363509,0.0149152661256585,0.367000932073774,0.000764181736614326,0.501250431655789,0.0133453522180627,0.432001281151597,0.00080715846787821,0.599730661164571,0.0187030336164465,0.567998718848403,0.00080715846787821,0.400269338835429,0.0187584578015139,0.518949451293485,0.00121184911794017,0.528949848201581,0.0209349615790609,0.849536675204875,0.00131777435759507,0.840466419571173,0.00752100749821344
2002,"charter","PWSI",257,107,63,82,175,68,0.395608591947352,0.000933993882518693,0.222818966363509,0.0149152661256585,0.34853058951088,0.000886941475336245,0.501250431655789,0.0133453522180627,0.423285190573542,0.000953573585994774,0.599730661164571,0.0187030336164465,0.576714809426458,0.000953573585994774,0.400269338835429,0.0187584578015139,0.685969192191863,0.00123801988250291,0.528949848201581,0.0209349615790609,0.823394244052407,0.0017952612705404,0.840466419571173,0.00752100749821344
2003,"charter","PWSI",470,199,101,172,298,99,0.261022445486173,0.000411278738675034,0.222818966363509,0.0149152661256585,0.554525862891014,0.000526709872656696,0.501250431655789,0.0133453522180627,0.619804749995656,0.000502445249207843,0.599730661164571,0.0187030336164465,0.380195250004344,0.000502445249207843,0.400269338835429,0.0187584578015139,0.686548412909396,0.000724578079599278,0.528949848201581,0.0209349615790609,0.894678304570755,0.000551046993574004,0.840466419571173,0.00752100749821344
2004,"charter","PWSI",506,202,173,209,297,95,0.290079918279599,0.000407789226317822,0.222818966363509,0.0149152661256585,0.498137177223542,0.000495042633448126,0.501250431655789,0.0133453522180627,0.57642511066076,0.000483483569228694,0.599730661164571,0.0187030336164465,0.42357488933924,0.000483483569228694,0.400269338835429,0.0187584578015139,0.684837381961221,0.000729172777803114,0.528949848201581,0.0209349615790609,0.864183686676184,0.000564280011341074,0.840466419571173,0.00752100749821344
2005,"charter","PWSI",316,117,111,142,174,57,0.205705334207246,0.000518700475193433,0.222818966363509,0.0149152661256585,0.68765559507705,0.00068185834170247,0.501250431655789,0.0133453522180627,0.709181839646525,0.000654739549086017,0.599730661164571,0.0187030336164465,0.290818160353475,0.000654739549086017,0.400269338835429,0.0187584578015139,0.707333180146735,0.00119660666133088,0.528949848201581,0.0209349615790609,0.969646368017257,0.000208739638356021,0.840466419571173,0.00752100749821344
2006,"charter","PWSI",388,173,80,104,284,111,0.396574017825766,0.000618354176256576,0.222818966363509,0.0149152661256585,0.349673880637585,0.000587602216634204,0.501250431655789,0.0133453522180627,0.377131523108276,0.000606985367923276,0.599730661164571,0.0187030336164465,0.622868476891725,0.000606985367923276,0.400269338835429,0.0187584578015139,0.636689819020499,0.000817370647972238,0.528949848201581,0.0209349615790609,0.927193456955314,0.000655395634316196,0.840466419571173,0.00752100749821344
2007,"charter","PWSI",374,76,199,227,147,71,0.117210375505541,0.00027740510289381,0.222818966363509,0.0149152661256585,0.675756129193438,0.000587425691825575,0.501250431655789,0.0133453522180627,0.735140829162303,0.000522007481128323,0.599730661164571,0.0187030336164465,0.264859170837697,0.000522007481128323,0.400269338835429,0.0187584578015139,0.442538482374721,0.00168971352049452,0.528949848201581,0.0209349615790609,0.919219967640031,0.000328560259875626,0.840466419571173,0.00752100749821344
2008,"charter","PWSI",327,99,114,143,184,85,0.228595980640653,0.000540919810661322,0.222818966363509,0.0149152661256585,0.461576301838218,0.000762342390857584,0.501250431655789,0.0133453522180627,0.557988786001858,0.000756556137110524,0.599730661164571,0.0187030336164465,0.442011213998142,0.000756556137110524,0.400269338835429,0.0187584578015139,0.517172355363847,0.00136450879896862,0.528949848201581,0.0209349615790609,0.827214297881394,0.0010065549525492,0.840466419571173,0.00752100749821344
2009,"charter","PWSI",367,74,189,222,145,71,0.189651529810322,0.00041990116680581,0.222818966363509,0.0149152661256585,0.544449059314868,0.000677661970289681,0.501250431655789,0.0133453522180627,0.632033308369966,0.000635429523171807,0.599730661164571,0.0187030336164465,0.367966691630034,0.000635429523171807,0.400269338835429,0.0187584578015139,0.515404068151375,0.00173446329641936,0.528949848201581,0.0209349615790609,0.861424630798366,0.000540145865394863,0.840466419571173,0.00752100749821344
2010,"charter","PWSI",451,102,191,225,226,124,0.193704058551309,0.000347072880560134,0.222818966363509,0.0149152661256585,0.566209420192287,0.000545814028172891,0.501250431655789,0.0133453522180627,0.6513354126268,0.000504661317522392,0.599730661164571,0.0187030336164465,0.348664587373201,0.000504661317522392,0.400269338835429,0.0187584578015139,0.555559886395845,0.00109739155121636,0.528949848201581,0.0209349615790609,0.869305444193179,0.000507203075398566,0.840466419571173,0.00752100749821344
2011,"charter","PWSI",473,78,208,265,208,130,0.146417061406355,0.000264786240541276,0.222818966363509,0.0149152661256585,0.555083015237563,0.000523232757271903,0.501250431655789,0.0133453522180627,0.697619543352715,0.000446920584925984,0.599730661164571,0.0187030336164465,0.302380456647285,0.000446920584925984,0.400269338835429,0.0187584578015139,0.48421469770166,0.0012065257209244,0.528949848201581,0.0209349615790609,0.795681572465515,0.000615804574637577,0.840466419571173,0.00752100749821344
2012,"charter","PWSI",601,91,281,340,261,170,0.144314817140967,0.000205813417824227,0.222818966363509,0.0149152661256585,0.482948466870485,0.000416182075363222,0.501250431655789,0.0133453522180627,0.570465786855504,0.000408390954804724,0.599730661164571,0.0187030336164465,0.429534213144496,0.000408390954804724,0.400269338835429,0.0187584578015139,0.33597979561274,0.000858066817510621,0.528949848201581,0.0209349615790609,0.846586207268575,0.000383120946699658,0.840466419571173,0.00752100749821344
2013,"charter","PWSI",545,78,313,371,174,96,0.152023670875866,0.00023697146023767,0.222818966363509,0.0149152661256585,0.517159346183997,0.0004590175677179,0.501250431655789,0.0133453522180627,0.652922370431399,0.000416571229083901,0.599730661164571,0.0187030336164465,0.347077629568601,0.000416571229083901,0.400269338835429,0.0187584578015139,0.438010571481727,0.00142287462862415,0.528949848201581,0.0209349615790609,0.792068658701799,0.000445124050281438,0.840466419571173,0.00752100749821344
2014,"charter","PWSI",700,67,433,516,184,117,0.0754298265867993,9.97713416994058e-05,0.222818966363509,0.0149152661256585,0.605680246072899,0.000341676231173064,0.501250431655789,0.0133453522180627,0.768433248569337,0.000254568799803308,0.599730661164571,0.0187030336164465,0.231566751430663,0.000254568799803308,0.400269338835429,0.0187584578015139,0.325736860411867,0.00120017682066058,0.528949848201581,0.0209349615790609,0.788201508980187,0.000324155126643773,0.840466419571173,0.00752100749821344
2015,"charter","PWSI",518,77,313,352,166,89,0.0944629418211922,0.000165453954436515,0.222818966363509,0.0149152661256585,0.635118359880217,0.000448245703720078,0.501250431655789,0.0133453522180627,0.752192927985153,0.000360539123934768,0.599730661164571,0.0187030336164465,0.247807072014847,0.000360539123934769,0.400269338835429,0.0187584578015139,0.381195504442798,0.00142960904142666,0.528949848201581,0.0209349615790609,0.844355664950831,0.000374413606883963,0.840466419571173,0.00752100749821344
2016,"charter","PWSI",816,81,390,597,219,138,0.0657518013787119,7.53723950848666e-05,0.222818966363509,0.0149152661256585,0.463810580186309,0.000305141504163863,0.501250431655789,0.0133453522180627,0.744609045758325,0.000233333024212517,0.599730661164571,0.0187030336164465,0.255390954241675,0.000233333024212517,0.400269338835429,0.0187584578015139,0.257455482610756,0.000876936500387241,0.528949848201581,0.0209349615790609,0.622891412384005,0.000394123658997088,0.840466419571173,0.00752100749821344
2017,"charter","PWSI",552,114,261,348,204,90,0.109829328707747,0.000177435294488843,0.222818966363509,0.0149152661256585,0.534441178258736,0.000451567704610072,0.501250431655789,0.0133453522180627,0.745766560636855,0.000344099451311672,0.599730661164571,0.0187030336164465,0.254233439363145,0.000344099451311671,0.400269338835429,0.0187584578015139,0.432001899446704,0.00120875004099086,0.528949848201581,0.0209349615790609,0.716633336043311,0.000585216131742783,0.840466419571173,0.00752100749821344
2018,"charter","PWSI",448,67,273,300,148,81,0.156892086915482,0.000295921610690798,0.222818966363509,0.0149152661256585,0.61054834603054,0.000531944212952823,0.501250431655789,0.0133453522180627,0.675923296874688,0.000490046965585549,0.599730661164571,0.0187030336164465,0.324076703125313,0.000490046965585549,0.400269338835429,0.0187584578015139,0.484120226484825,0.0016989648489327,0.528949848201581,0.0209349615790609,0.903280518445767,0.0002921900449569,0.840466419571173,0.00752100749821344
2019,"charter","PWSI",474,115,157,249,225,110,0.188284444810975,0.000323115037321771,0.222818966363509,0.0149152661256585,0.510653013704378,0.000528301296615252,0.501250431655789,0.0133453522180627,0.64971058652191,0.000481155899118955,0.599730661164571,0.0187030336164465,0.35028941347809,0.000481155899118955,0.400269338835429,0.0187584578015139,0.537511091018889,0.00110978981272577,0.528949848201581,0.0209349615790609,0.785969975397896,0.000678311182140835,0.840466419571173,0.00752100749821344
2020,"charter","PWSI",493,67,175,312,181,114,0.137225237054896,0.000240639169451471,NA,NA,0.543096595387068,0.00050435504769521,NA,NA,0.711855227026015,0.000416905208906007,NA,NA,0.288144772973985,0.000416905208906007,NA,NA,0.47623712080068,0.00138575180873421,NA,NA,0.762931246084986,0.000581566430328607,NA,NA
2021,"charter","PWSI",419,35,229,315,104,69,0.0668596788627988,0.000149257086615221,NA,NA,0.647273931206837,0.000546197103317904,NA,NA,0.813246076891634,0.000363341854813398,NA,NA,0.186753923108366,NA,NA,NA,0.358009501219435,0.0022314436723888,NA,NA,0.795913991593822,0.00051730862923252,NA,NA
2022,"charter","PWSI",1078,45,619,889,189,144,0.0347612231862056,3.115402093668e-05,0.329555550601699,0.00033391705648977,0.69328781411127,0.000197437159624965,0.28075001631837,0.000614670462729202,0.849094795339093,0.000118971981306552,0.384543771937406,0.000571192957915375,0.150905204660907,0.000118971981306552,0.615456228062594,0.000635738523864083,0.230351386914164,0.000943029922664283,0.526400526676749,0.00030115155847379,0.816502253831858,0.000168723337071345,0.727430519644235,0.000604735093643921
2023,"charter","PWSI",319,25,160,212,107,82,0.0520902639252802,0.000155273170847405,0.329555550601699,0.00033391705648977,0.586620584487885,0.000762568787242067,0.28075001631837,0.000614670462729202,0.723074887215017,0.000629677970735873,0.384543771937406,0.000571192957915375,0.276925112784983,0.000629677970735873,0.615456228062594,0.000635738523864083,0.188102347964828,0.00144075334580139,0.526400526676749,0.00030115155847379,0.811286071277213,0.000725597070278663,0.727430519644235,0.000604735093643921
1993,"charter","PWSO",160,90,53,59,101,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"charter","PWSO",177,51,113,115,62,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"charter","PWSO",201,93,73,84,117,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"charter","PWSO",106,39,64,64,42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"charter","PWSO",190,77,102,107,83,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"charter","PWSO",195,94,80,84,111,17,0.394031766192357,0.00123077697641077,0.26490926654729,0.0208227634892735,0.471591848750058,0.00128449988114722,0.579163057005538,0.0150936133029227,0.496404473198516,0.0012885931556032,0.661122484195471,0.0207544133439471,0.503595526801484,0.00128859315560319,0.338877515804529,0.020829612322057,0.782436986076889,0.00154753953541639,0.756638453478489,0.0146586111528499,0.950015308507232,0.000572123157941454,0.884723719571371,0.00721515860074311
1999,"charter","PWSO",333,162,149,157,176,14,0.563953614814628,0.000740692575759464,0.26490926654729,0.0208227634892735,0.376079498248674,0.000706758160378613,0.579163057005538,0.0150936133029227,0.381146700286924,0.000710463533576246,0.661122484195471,0.0207544133439471,0.618853299713075,0.000710463533576247,0.338877515804529,0.020829612322057,0.911288046902391,0.000461955099858381,0.756638453478489,0.0146586111528499,0.986705376081085,8.40889544472432e-05,0.884723719571371,0.00721515860074311
2000,"charter","PWSO",365,271,64,74,291,20,0.726701025426002,0.000545622651293404,0.26490926654729,0.0208227634892735,0.166197787117904,0.000380703523832462,0.579163057005538,0.0150936133029227,0.169589871651248,0.000386893261221322,0.661122484195471,0.0207544133439471,0.830410128348752,0.000386893261221322,0.338877515804529,0.020829612322057,0.875110985063522,0.000376868099602325,0.756638453478489,0.0146586111528499,0.979998307090417,0.000268515413566215,0.884723719571371,0.00721515860074311
2001,"charter","PWSO",485,239,194,209,276,37,0.295058580903879,0.000429750030452207,0.26490926654729,0.0208227634892735,0.580633681635627,0.000503095473937778,0.579163057005538,0.0150936133029227,0.637342972122748,0.000477555595058864,0.661122484195471,0.0207544133439471,0.362657027877252,0.000477555595058864,0.338877515804529,0.020829612322057,0.813602269425059,0.000551467696768919,0.756638453478489,0.0146586111528499,0.911022333394147,0.000389714622361686,0.884723719571371,0.00721515860074311
2002,"charter","PWSO",480,255,178,196,284,29,0.326201802487165,0.000458860514699978,0.26490926654729,0.0208227634892735,0.584264691877219,0.000507096997291936,0.579163057005538,0.0150936133029227,0.631107754188507,0.000486034982863562,0.661122484195471,0.0207544133439471,0.368892245811493,0.000486034982863562,0.338877515804529,0.020829612322057,0.884273947720378,0.000361602590471363,0.756638453478489,0.0146586111528499,0.925776443086933,0.000352381643652511,0.884723719571371,0.00721515860074311
2003,"charter","PWSO",600,261,295,312,288,27,0.255446423953069,0.000317518444812451,0.26490926654729,0.0208227634892735,0.670976757850184,0.000368559179090216,0.579163057005538,0.0150936133029227,0.698605194935815,0.000351512481710362,0.661122484195471,0.0207544133439471,0.301394805064185,0.000351512481710362,0.338877515804529,0.020829612322057,0.847547534532553,0.000450211537422802,0.756638453478489,0.0146586111528499,0.960452001665735,0.000122134900842502,0.884723719571371,0.00721515860074311
2004,"charter","PWSO",684,275,349,376,308,33,0.332565975001092,0.000324986599227914,0.26490926654729,0.0208227634892735,0.570756115616952,0.000358702155348171,0.579163057005538,0.0150936133029227,0.618146029788645,0.000345595191281377,0.661122484195471,0.0207544133439471,0.381853970211355,0.000345595191281377,0.338877515804529,0.020829612322057,0.87092449193868,0.000366172707752547,0.756638453478489,0.0146586111528499,0.92333540637979,0.000188765689880688,0.884723719571371,0.00721515860074311
2005,"charter","PWSO",339,81,223,235,104,23,0.176253396825255,0.000429550700984658,0.26490926654729,0.0208227634892735,0.703172985589607,0.000617516976114218,0.579163057005538,0.0150936133029227,0.754586278804,0.000547887061079088,0.661122484195471,0.0207544133439471,0.245413721196,0.000547887061079088,0.338877515804529,0.020829612322057,0.718188844398356,0.00196498668136029,0.756638453478489,0.0146586111528499,0.931865586933435,0.000271333824028374,0.884723719571371,0.00721515860074311
2006,"charter","PWSO",483,147,307,317,166,19,0.24688238492763,0.000385749943859078,0.26490926654729,0.0208227634892735,0.67559070973523,0.000454705192229623,0.579163057005538,0.0150936133029227,0.703419329041995,0.000432822772971171,0.661122484195471,0.0207544133439471,0.296580670958005,0.000432822772971171,0.338877515804529,0.020829612322057,0.832429113233033,0.000845399301061207,0.756638453478489,0.0146586111528499,0.960438079879514,0.000120242957585021,0.884723719571371,0.00721515860074311
2007,"charter","PWSO",618,167,431,439,179,12,0.258819502865855,0.000310910806810578,0.26490926654729,0.0208227634892735,0.700538738461513,0.000340006830431548,0.579163057005538,0.0150936133029227,0.716795441930566,0.000329010917922416,0.661122484195471,0.0207544133439471,0.283204558069434,0.000329010917922416,0.338877515804529,0.020829612322057,0.913895964917341,0.000442079383287322,0.756638453478489,0.0146586111528499,0.977320302951051,5.06057725815462e-05,0.884723719571371,0.00721515860074311
2008,"charter","PWSO",568,181,342,360,208,27,0.216556486185499,0.000299223588141956,0.26490926654729,0.0208227634892735,0.668572838297889,0.000390799291337202,0.579163057005538,0.0150936133029227,0.721549719054199,0.000354348716026465,0.661122484195471,0.0207544133439471,0.278450280945801,0.000354348716026465,0.338877515804529,0.020829612322057,0.777720480115626,0.000835127221856744,0.756638453478489,0.0146586111528499,0.926579029334595,0.000189499531286783,0.884723719571371,0.00721515860074311
2009,"charter","PWSO",1111,269,654,783,328,59,0.207672426406856,0.000148238369114545,0.26490926654729,0.0208227634892735,0.606228522095504,0.000215059009994059,0.579163057005538,0.0150936133029227,0.739246420701336,0.000173658693857297,0.661122484195471,0.0207544133439471,0.260753579298664,0.000173658693857297,0.338877515804529,0.020829612322057,0.796431738215915,0.000495804968129332,0.756638453478489,0.0146586111528499,0.820062843889543,0.00018869536567946,0.884723719571371,0.00721515860074311
2010,"charter","PWSO",766,262,425,466,300,38,0.307851738339516,0.000278534700053404,0.26490926654729,0.0208227634892735,0.573519140145943,0.000319731942525753,0.579163057005538,0.0150936133029227,0.640271760606145,0.00030107690611301,0.661122484195471,0.0207544133439471,0.359728239393855,0.00030107690611301,0.338877515804529,0.020829612322057,0.85578974522058,0.000412754706340718,0.756638453478489,0.0146586111528499,0.895743300630646,0.00020083277420637,0.884723719571371,0.00721515860074311
2011,"charter","PWSO",749,158,515,552,197,39,0.203024774085937,0.00021631780106055,0.26490926654729,0.0208227634892735,0.694395462844126,0.000283703748697351,0.579163057005538,0.0150936133029227,0.750610094672174,0.00025026013428931,0.661122484195471,0.0207544133439471,0.249389905327826,0.00025026013428931,0.338877515804529,0.020829612322057,0.814085773917188,0.000772194523585925,0.756638453478489,0.0146586111528499,0.925108079111832,0.000125740691604081,0.884723719571371,0.00721515860074311
2012,"charter","PWSO",889,243,490,564,325,82,0.239331202071391,0.000205013263273034,0.26490926654729,0.0208227634892735,0.553934171142433,0.000278255749080156,0.579163057005538,0.0150936133029227,0.663227253871708,0.000251527999542231,0.661122484195471,0.0207544133439471,0.336772746128292,0.000251527999542231,0.338877515804529,0.020829612322057,0.710660838274065,0.000634635837091569,0.756638453478489,0.0146586111528499,0.835210205715677,0.000244465573683931,0.884723719571371,0.00721515860074311
2013,"charter","PWSO",892,223,492,596,296,73,0.182200696126061,0.000167231877056386,0.26490926654729,0.0208227634892735,0.517364522219976,0.000280245200188633,0.579163057005538,0.0150936133029227,0.728861179568784,0.000221798608851161,0.661122484195471,0.0207544133439471,0.271138820431216,0.000221798608851162,0.338877515804529,0.020829612322057,0.67198306696286,0.000747192626027282,0.756638453478489,0.0146586111528499,0.709825871815624,0.000346173283221535,0.884723719571371,0.00721515860074311
2014,"charter","PWSO",1235,164,789,976,259,95,0.127283609317103,9.00182269986336e-05,0.26490926654729,0.0208227634892735,0.598628845046061,0.00019471017092778,0.579163057005538,0.0150936133029227,0.790219925454341,0.000134337435064244,0.661122484195471,0.0207544133439471,0.209780074545659,0.000134337435064244,0.338877515804529,0.020829612322057,0.606747850541921,0.000924825179863099,0.756638453478489,0.0146586111528499,0.757547140692354,0.000188378943919172,0.884723719571371,0.00721515860074311
2015,"charter","PWSO",1205,210,810,902,303,93,0.143047418213815,0.000101814663086526,0.26490926654729,0.0208227634892735,0.505621533213528,0.000207614948807582,0.579163057005538,0.0150936133029227,0.723959332573957,0.000165981908100521,0.661122484195471,0.0207544133439471,0.276040667426043,0.000165981908100521,0.338877515804529,0.020829612322057,0.518211390907249,0.000826716374970938,0.756638453478489,0.0146586111528499,0.698411513552629,0.000233776771686742,0.884723719571371,0.00721515860074311
2016,"charter","PWSO",1103,209,742,829,274,65,0.186107433014341,0.00013745141233317,0.26490926654729,0.0208227634892735,0.623272075737798,0.000213070776173588,0.579163057005538,0.0150936133029227,0.727432256129458,0.000179922476290258,0.661122484195471,0.0207544133439471,0.272567743870542,0.000179922476290258,0.338877515804529,0.020829612322057,0.682793313587149,0.000793357525669708,0.756638453478489,0.0146586111528499,0.856811160745224,0.000148171250685562,0.884723719571371,0.00721515860074311
2017,"charter","PWSO",835,106,579,638,197,91,0.144303399551787,0.000148057468140988,0.26490926654729,0.0208227634892735,0.647629799030458,0.000273627628822814,0.579163057005538,0.0150936133029227,0.745260358731113,0.000227634719946146,0.661122484195471,0.0207544133439471,0.254739641268887,0.000227634719946146,0.338877515804529,0.020829612322057,0.566474062823497,0.00125296530087621,0.756638453478489,0.0146586111528499,0.868998050739098,0.000178713404318283,0.884723719571371,0.00721515860074311
2018,"charter","PWSO",841,130,580,639,202,72,0.147060091289031,0.00014932550099892,0.26490926654729,0.0208227634892735,0.655880412868799,0.000268692020099825,0.579163057005538,0.0150936133029227,0.751631026728128,0.000222240269509224,0.661122484195471,0.0207544133439471,0.248368973271872,0.000222240269509224,0.338877515804529,0.020829612322057,0.592103310456797,0.00120157701593482,0.756638453478489,0.0146586111528499,0.872609551156856,0.00017423530154653,0.884723719571371,0.00721515860074311
2019,"charter","PWSO",1257,214,801,948,309,95,0.147650116042108,0.000100198693690175,0.26490926654729,0.0208227634892735,0.596737116596364,0.000191593893529157,0.579163057005538,0.0150936133029227,0.755281278260063,0.000147158812874131,0.661122484195471,0.0207544133439471,0.244718721739937,0.000147158812874131,0.338877515804529,0.020829612322057,0.603346221295714,0.000777011553713952,0.756638453478489,0.0146586111528499,0.790085937216746,0.00017513215314581,0.884723719571371,0.00721515860074311
2020,"charter","PWSO",1255,131,935,1034,221,90,0.112489775568849,7.96138963008921e-05,NA,NA,0.695426674848288,0.000168906231864228,NA,NA,0.771412691583451,0.000140618142621552,NA,NA,0.228587308416549,0.000140618142621552,NA,NA,0.492108579203624,0.0011360805703537,NA,NA,0.901497580265125,8.59629167872693e-05,NA,NA
2021,"charter","PWSO",900,84,678,777,123,39,0.086006765406273,8.74411587437412e-05,NA,NA,0.728133765616896,0.000220194644032764,NA,NA,0.861752100872042,0.000132519930494621,NA,NA,0.138247899127958,0.00013251993049462,NA,NA,0.622119872698159,0.00192694046469004,NA,NA,0.844945738896451,0.00016883046033142,NA,NA
2022,"charter","PWSO",834,134,519,609,225,91,0.149432348855757,0.000152583819893407,0.269795618631341,0.000465932787472335,0.664419557165718,0.000267666517672784,0.611207022145227,0.000456304437454805,0.753220466907006,0.00022314453198007,0.663008267906474,0.000458728936868717,0.246779533092994,0.00022314453198007,0.336991732093526,0.000494614056627731,0.605529749500929,0.00106635478558157,0.790079320294018,0.000389033381255829,0.882105022841537,0.000171045643946165,0.915482116307438,7.73620746602413e-05
2023,"charter","PWSO",582,64,439,475,107,43,0.0905502367211379,0.000141739916266581,0.269795618631341,0.000465932787472335,0.774061645237534,0.000301015859913419,0.611207022145227,0.000456304437454805,0.827093844424962,0.000246143919000514,0.663008267906474,0.000458728936868717,0.172906155575038,0.000246143919000514,0.336991732093526,0.000494614056627731,0.523695853510785,0.00235319345779618,0.790079320294018,0.000389033381255829,0.935881279319278,0.000126598123078037,0.915482116307438,7.73620746602413e-05
1993,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,"charter","WESTSIDE",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
