gLicNum,regnum,BusinessName,HomePort,logbooknum,vesselID,vesselName,logpagenum,logdate,starttime,port_SiteStart,port_Site,page_Num,totalPages,port_reg,port_swhs,port_iphc,Port_Hal_Area,prime_Salm,salm_reg,salm_swhs,salm_iphc,prime_Bott,bott_reg,bott_swhs,bott_iphc,iphc,swhs,region,t_Anglers,thrs_salm,thrs_Bott,nClient,rClient,comp,crew,UnknownClientType,kingLKept,kingLRel,kingSKept,kingSRel,cohoKept,cohoRel,sockKept,OtherSalmonKept,halKept,halRel,HalGAF,lingKept,lingRel,pRockKept,pRockRel,yRockKept,YRockRel,ORockKept,oRockRel,SableKept,SableRel,sharkKept,OtherKept
23138,14807,VALDEZ SALTWATER ADVENTURES,PWS,2514807,AK9903AW,DEVIL DOG,179,8/9/2025,5:PM,NULL,VALDEZ,1,1,SC,J ,3A,EPWS ,466033,SC,J ,3A,NULL,NULL,NULL,NULL,3A,J ,SC,6,7,NULL,1,5,0,0,0,NULL,NULL,NULL,NULL,36,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17075,14807,VALDEZ SALTWATER ADVENTURES,PWS,2514807,AK5583AE,PATRIOT,324,8/10/2025,6:PM,NULL,VALDEZ,1,1,SC,J ,3A,EPWS ,466003,SC,J ,3A,466002,SC,J ,3A,3A,J ,SC,6,2,3,0,6,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,0,NULL,1,0,12,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL
19348,14807,VALDEZ SALTWATER ADVENTURES,PWS,2514807,1062298,BOLD EAGLE,237,8/12/2025,7:PM,NULL,VALDEZ,1,1,SC,J ,3A,EPWS ,NULL,NULL,NULL,NULL,465932,SC,J ,3A,3A,J ,SC,7,NULL,5,0,6,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,7,0,12,0,6,0,NULL,NULL,NULL,NULL,NULL,NULL
17075,14807,VALDEZ SALTWATER ADVENTURES,PWS,2514807,AK5583AE,PATRIOT,331,8/21/2025,6:PM,NULL,VALDEZ,1,1,SC,J ,3A,EPWS ,466033,SC,J ,3A,475932,SC,J ,3A,3A,J ,SC,5,2,6,3,2,0,0,0,NULL,NULL,NULL,NULL,6,0,NULL,0,10,0,NULL,NULL,NULL,3,0,1,0,3,0,1,0,NULL,NULL
17075,14807,VALDEZ SALTWATER ADVENTURES,PWS,2514807,AK5583AE,PATRIOT,335,8/25/2025,6:PM,NULL,VALDEZ,1,1,SC,J ,3A,EPWS ,466033,SC,J ,3A,475932,SC,J ,3A,3A,J ,SC,6,1,6,1,5,0,0,0,NULL,NULL,NULL,NULL,15,0,NULL,0,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19348,14807,VALDEZ SALTWATER ADVENTURES,PWS,2514807,AK4383AX,SENTINEL,258,9/14/2025,6:PM,NULL,VALDEZ,1,1,SC,J ,3A,EPWS ,NULL,NULL,NULL,NULL,466033,SC,J ,3A,3A,J ,SC,6,NULL,8,1,5,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,0,NULL,NULL,NULL,1,0,NULL,NULL,3,0,NULL,NULL,NULL,NULL
19182,14865,BIG DAN'S FISHING CHARTERS,SEWARD,2514865,1277242,BLACK JACK,361,5/10/2025,7:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,475934,SC,J ,3A,475934,SC,J ,3A,3A,PS,SC,6,1,5,1,5,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,4,2,NULL,NULL,NULL,18,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19182,14865,BIG DAN'S FISHING CHARTERS,SEWARD,2514865,1277242,BLACK JACK,101,5/11/2025,12:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,NULL,NULL,NULL,NULL,495934,SC,PS,3A,3A,PS,SC,2,NULL,3,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,0,NULL,0,1,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14864,14865,BIG DAN'S FISHING CHARTERS,HOMER,2514865,1294616,GAME CHANGER,118,6/6/2025,7:AM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,475933,SC,J ,3A,475934,SC,J ,3A,3A,PS,SC,8,1,6,8,0,0,0,0,4,0,NULL,NULL,NULL,NULL,NULL,0,9,0,NULL,NULL,NULL,18,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22137,14865,BIG DAN'S FISHING CHARTERS,SEWARD,2514865,1277242,BLACK JACK,139,6/9/2025,3:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,NULL,NULL,NULL,NULL,485935,SC,J ,3A,3A,PS,SC,6,NULL,3,0,4,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5,1,NULL,NULL,NULL,12,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL
18749,14865,BIG DAN'S FISHING CHARTERS,HOMER,2514865,1246915,WANKA,145,6/15/2025,6:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,NULL,NULL,NULL,NULL,525902,SC,P ,3A,3A,P ,SC,4,NULL,6,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22137,14865,BIG DAN'S FISHING CHARTERS,SEWARD,2514865,1277242,BLACK JACK,160,6/20/2025,6:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,NULL,NULL,NULL,NULL,495934,SC,PS,3A,3A,PS,SC,6,NULL,7,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,NULL,NULL,12,0,NULL,NULL,6,0,NULL,NULL,NULL,NULL
22013,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1294255,APEX PREDATOR,192,7/20/2025,4:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,375801,SE,G ,3A,3A,G ,SE,4,2,6,4,0,0,0,0,NULL,NULL,NULL,NULL,24,0,NULL,0,4,0,NULL,1,0,NULL,NULL,NULL,NULL,1,0,16,0,NULL,NULL
11861,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1336953,BANDITO,198,7/23/2025,4:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,113910,SE,G ,2C,2C,G ,SE,4,3,5,4,0,0,0,0,NULL,NULL,NULL,NULL,24,0,NULL,0,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,7,0,NULL,NULL
12282,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1294313,THE BOUNTY,211,7/23/2025,4:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,113910,SE,G ,2C,2C,G ,SE,4,4,4,4,0,0,0,0,NULL,NULL,NULL,NULL,12,0,NULL,0,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL
22013,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1294255,APEX PREDATOR,203,7/24/2025,4:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,365801,SE,G ,3A,3A,G ,SE,4,3,5,4,0,0,0,0,NULL,NULL,NULL,NULL,4,0,NULL,0,2,0,NULL,NULL,NULL,1,0,NULL,NULL,1,0,4,0,NULL,NULL
22013,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1294255,APEX PREDATOR,206,7/28/2025,4:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,113910,SE,G ,2C,2C,G ,SE,2,4,4,2,0,0,0,0,NULL,NULL,NULL,NULL,12,0,NULL,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL
22013,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1294255,APEX PREDATOR,224,8/2/2025,4:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,365801,SE,G ,3A,3A,G ,SE,4,3,5,4,0,0,0,0,NULL,NULL,NULL,NULL,5,0,NULL,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,16,0,NULL,NULL
11861,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1336953,BANDITO,233,8/10/2025,3:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,113910,SE,G ,2C,2C,G ,SE,3,NULL,8,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,0,NULL,NULL,NULL,9,0,NULL,NULL,3,0,12,0,NULL,NULL
12282,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1294313,THE BOUNTY,234,8/10/2025,3:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,113910,SE,G ,2C,2C,G ,SE,4,2,4,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,0,NULL,NULL
12282,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1294313,THE BOUNTY,266,8/23/2025,3:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,375801,SE,G ,3A,3A,G ,SE,4,2,2,4,0,0,0,0,NULL,NULL,NULL,NULL,3,0,NULL,0,4,0,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22013,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1294255,APEX PREDATOR,273,8/27/2025,4:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,113910,SE,G ,2C,2C,G ,SE,4,5,3,4,0,0,0,0,2,0,NULL,NULL,23,0,NULL,0,4,0,NULL,NULL,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11861,16845,APEX LODGE & CHARTERS,PELICAN,2516845,1336953,BANDITO,285,9/3/2025,2:PM,NULL,PELICAN,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,113910,SE,G ,2C,2C,G ,SE,5,1,6,5,0,0,0,0,NULL,NULL,NULL,NULL,20,0,NULL,0,5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,20,0,NULL,NULL
16946,16947,ALASKA BUCKET LIST ADVENTURES,AUKE BAY,2516947,AK5664AT,INTREPID,101,6/12/2025,6:PM,NULL,AUKE BAY,1,1,SE,E ,2C,E    ,NULL,NULL,NULL,NULL,111507,SE,E ,2C,2C,E ,SE,4,NULL,3,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16946,16947,ALASKA BUCKET LIST ADVENTURES,AUKE BAY,2516947,AK5664AT,INTREPID,104,6/23/2025,8:PM,NULL,AUKE BAY,1,1,SE,E ,2C,E    ,111507,SE,E ,2C,111507,SE,E ,2C,2C,E ,SE,5,3,2,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,5,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16946,16947,ALASKA BUCKET LIST ADVENTURES,AUKE BAY,2516947,AK5664AT,INTREPID,112,7/31/2025,5:PM,NULL,AUKE BAY,1,1,SE,E ,2C,E    ,111507,SE,E ,2C,111507,SE,E ,2C,2C,E ,SE,4,3,2,4,0,0,0,0,NULL,NULL,0,1,5,0,NULL,1,4,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16946,16947,ALASKA BUCKET LIST ADVENTURES,AUKE BAY,2516947,AK5664AT,INTREPID,119,9/3/2025,5:PM,NULL,AUKE BAY,1,1,SE,E ,2C,E    ,111403,SE,E ,2C,NULL,NULL,NULL,NULL,2C,E ,SE,3,3,NULL,3,0,0,0,0,NULL,NULL,NULL,NULL,2,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16953,16954,"Kachemak Charters, LLC",HOMER,2516954,AK9336AV,STELLA,102,5/25/2025,6:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,222050,SC,P ,3A,525901,SC,P ,3A,3A,P ,SC,6,3,4,6,0,0,0,0,NULL,NULL,3,0,NULL,NULL,NULL,0,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17683,17684,DANIELS CHARTERS,KETCHIKAN,2517684,AK2218AG,JESSI RAE,102,6/16/2025,2:PM,NULL,KETCHIKAN,1,1,SE,A ,2C,A    ,101400,SE,A ,2C,NULL,NULL,NULL,NULL,2C,A ,SE,3,5,NULL,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17683,17684,DANIELS CHARTERS,KETCHIKAN,2517684,AK2218AG,JESSI RAE,110,6/24/2025,3:PM,NULL,KETCHIKAN,1,1,SE,A ,2C,A    ,102100,SE,B ,2C,102100,SE,B ,2C,2C,A ,SE,5,5,1,5,0,0,0,0,3,0,NULL,NULL,2,0,NULL,1,NULL,NULL,NULL,NULL,NULL,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17683,17684,DANIELS CHARTERS,KETCHIKAN,2517684,AK2218AG,JESSI RAE,125,7/12/2025,2:PM,NULL,KETCHIKAN,1,1,SE,A ,2C,A    ,101290,SE,A ,2C,NULL,NULL,NULL,NULL,2C,A ,SE,4,8,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,2,0,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17683,17684,DANIELS CHARTERS,KETCHIKAN,2517684,AK2218AG,JESSI RAE,128,7/15/2025,3:PM,NULL,KETCHIKAN,1,1,SE,A ,2C,A    ,101110,SE,A ,2C,101110,SE,A ,2C,2C,A ,SE,5,6,1,5,0,0,0,0,NULL,NULL,NULL,NULL,30,0,NULL,21,NULL,NULL,NULL,NULL,NULL,15,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL
17683,17684,DANIELS CHARTERS,KETCHIKAN,2517684,AK2218AG,JESSI RAE,145,8/4/2025,2:PM,NULL,KETCHIKAN,1,1,SE,A ,2C,A    ,NULL,NULL,NULL,NULL,101210,SE,A ,2C,2C,A ,SE,6,NULL,1,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17683,17684,DANIELS CHARTERS,KETCHIKAN,2517684,AK2218AG,JESSI RAE,149,8/9/2025,12:PM,NULL,KETCHIKAN,1,1,SE,A ,2C,A    ,101412,SE,A ,2C,NULL,NULL,NULL,NULL,2C,A ,SE,4,3,NULL,4,0,0,0,0,NULL,NULL,NULL,NULL,1,0,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17683,17684,DANIELS CHARTERS,KETCHIKAN,2517684,AK2218AG,JESSI RAE,169,8/30/2025,2:PM,NULL,KETCHIKAN,1,1,SE,A ,2C,A    ,101230,SE,A ,2C,101210,SE,A ,2C,2C,A ,SE,4,5,1,4,0,0,0,0,1,0,NULL,NULL,13,0,NULL,3,4,0,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12567,17687,TIGHT LINES SITKA LLC,SITKA,2517687,1172304,DISCOVERY,117,6/8/2025,2:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113450,SE,D ,2C,113450,SE,D ,2C,2C,D ,SE,4,3,2,4,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,8,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL
12567,17687,TIGHT LINES SITKA LLC,SITKA,2517687,1172304,DISCOVERY,123,6/15/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113450,SE,D ,2C,365701,SE,D ,2C,2C,D ,SE,4,1,6,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,2,NULL,NULL,NULL,8,0,NULL,NULL,2,0,7,0,NULL,NULL
12567,17687,TIGHT LINES SITKA LLC,SITKA,2517687,1172304,DISCOVERY,148,7/17/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113450,SE,D ,2C,365701,SE,D ,2C,2C,D ,SE,5,4,3,4,0,0,1,0,NULL,NULL,NULL,NULL,8,0,NULL,1,4,3,NULL,NULL,NULL,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12567,17687,TIGHT LINES SITKA LLC,SITKA,2517687,1172304,DISCOVERY,164,8/3/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113450,SE,D ,2C,365701,SE,D ,2C,2C,D ,SE,4,5,3,4,0,0,0,0,NULL,NULL,NULL,NULL,18,0,NULL,2,4,3,NULL,NULL,NULL,6,0,NULL,NULL,2,2,NULL,NULL,NULL,NULL
12567,17687,TIGHT LINES SITKA LLC,SITKA,2517687,1172304,DISCOVERY,167,8/7/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113450,SE,D ,2C,365701,SE,D ,2C,2C,D ,SE,4,4,2,4,0,0,0,0,2,0,NULL,NULL,24,0,NULL,4,4,1,NULL,NULL,NULL,8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12567,17687,TIGHT LINES SITKA LLC,SITKA,2517687,1172304,DISCOVERY,181,8/23/2025,4:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113417,SE,D ,2C,365701,SE,D ,2C,2C,D ,SE,5,3,4,4,0,0,1,0,1,0,NULL,NULL,4,0,NULL,0,4,1,NULL,1,0,11,1,3,1,2,0,1,0,NULL,NULL
12567,17687,TIGHT LINES SITKA LLC,SITKA,2517687,1172304,DISCOVERY,195,9/9/2025,2:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,365701,SE,D ,2C,365701,SE,D ,2C,2C,D ,SE,4,3,3,4,0,0,0,0,1,0,NULL,NULL,5,0,NULL,0,NULL,NULL,3,3,1,2,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL
20741,17691,KETCHIKAN CHROME,KETCHIKAN,2517691,AK4574AU,BOOM-A-RANG,112,6/3/2025,11:AM,NULL,KNUDSON COVE,1,1,SE,A ,2C,A    ,101900,SE,A ,2C,NULL,NULL,NULL,NULL,2C,A ,SE,6,3,NULL,6,0,0,0,0,NULL,NULL,0,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20741,17691,KETCHIKAN CHROME,KETCHIKAN,2517691,AK4574AU,BOOM-A-RANG,123,6/15/2025,11:AM,NULL,KNUDSON COVE,1,1,SE,A ,2C,A    ,101900,SE,A ,2C,NULL,NULL,NULL,NULL,2C,A ,SE,6,3,NULL,6,0,0,0,0,NULL,NULL,0,1,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15551,17691,KETCHIKAN CHROME,KETCHIKAN,2517691,AK8817AR,ADMIRAL,134,6/17/2025,11:AM,NULL,CLOVER PASS,1,1,SE,A ,2C,A    ,101900,SE,A ,2C,NULL,NULL,NULL,NULL,2C,A ,SE,4,4,NULL,4,0,0,0,0,NULL,NULL,0,8,1,0,NULL,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12063,17813,BIG BUTT CHARTERS LLC,HOMER,2517813,AK1981AX,EARLY RISER,311,8/26/2025,2:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,NULL,NULL,NULL,NULL,515907,SC,P ,3A,3A,P ,SC,4,NULL,4,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,13,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12063,17813,BIG BUTT CHARTERS LLC,HOMER,2517813,AK1981AX,EARLY RISER,318,8/30/2025,4:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,NULL,NULL,NULL,NULL,515905,SC,P ,3A,3A,P ,SC,5,NULL,4,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10,8,NULL,NULL,NULL,10,6,1,0,4,0,NULL,NULL,NULL,NULL
12063,17813,BIG BUTT CHARTERS LLC,HOMER,2517813,AK1981AX,EARLY RISER,335,9/19/2025,5:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,NULL,NULL,NULL,NULL,515906,SC,P ,3A,3A,P ,SC,6,NULL,4,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,9,13,NULL,1,0,13,0,1,0,2,0,NULL,NULL,NULL,NULL
16775,17815,ALASKAN ENDEAVOR CHARTERS LLC,SITKA,2517815,AK4336AC,ENDEAVOR,103,6/9/2025,2:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113311,SE,D ,2C,113417,SE,D ,2C,2C,D ,SE,4,2,4,4,0,0,0,0,1,1,NULL,NULL,NULL,NULL,NULL,0,4,8,NULL,1,0,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16775,17815,ALASKAN ENDEAVOR CHARTERS LLC,SITKA,2517815,AK4336AC,ENDEAVOR,104,6/10/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,NULL,NULL,NULL,NULL,113417,SE,D ,2C,2C,D ,SE,4,NULL,7,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,1,3,2,8,0,NULL,NULL,2,0,16,0,NULL,NULL
16775,17815,ALASKAN ENDEAVOR CHARTERS LLC,SITKA,2517815,AK4336AC,ENDEAVOR,129,7/17/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113311,SE,D ,2C,113611,SE,D ,2C,2C,D ,SE,4,6,2,3,1,0,0,0,1,19,NULL,NULL,12,0,NULL,0,4,5,NULL,1,9,9,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL
16775,17815,ALASKAN ENDEAVOR CHARTERS LLC,SITKA,2517815,AK4336AC,ENDEAVOR,132,7/20/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113450,SE,D ,2C,113450,SE,D ,2C,2C,D ,SE,6,5,2,6,0,0,0,0,0,9,NULL,NULL,9,0,NULL,0,6,5,NULL,NULL,NULL,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16775,17815,ALASKAN ENDEAVOR CHARTERS LLC,SITKA,2517815,AK4336AC,ENDEAVOR,140,8/2/2025,3:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,113611,SE,D ,2C,113611,SE,D ,2C,2C,D ,SE,6,6,1,6,0,0,0,0,NULL,NULL,NULL,NULL,20,0,NULL,0,6,0,NULL,NULL,NULL,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16775,17815,ALASKAN ENDEAVOR CHARTERS LLC,SITKA,2517815,AK4336AC,ENDEAVOR,152,8/21/2025,4:PM,NULL,SITKA,1,1,SE,D ,2C,D    ,NULL,NULL,NULL,NULL,113417,SE,D ,2C,2C,D ,SE,4,NULL,1,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15191,17829,HOMER FISHING ADVENTURES,HOMER,2517829,AK8003P,BLUE FOX,111,4/26/2025,4:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,NULL,NULL,NULL,NULL,515936,SC,P ,3A,3A,P ,SC,6,NULL,8,4,2,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18261,17829,HOMER FISHING ADVENTURES,HOMER,2517829,AK8003P,BLUE FOX,123,5/18/2025,3:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,222050,SC,P ,3A,525901,SC,P ,3A,3A,P ,SC,6,2,3,6,0,0,0,0,6,0,NULL,NULL,NULL,NULL,NULL,2,12,10,NULL,NULL,NULL,15,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL
12888,17829,HOMER FISHING ADVENTURES,HOMER,2517829,AK6608AW,BLACK PEARL,127,5/24/2025,3:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,6,NULL,5,3,3,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,0,NULL,NULL,NULL,18,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12888,17829,HOMER FISHING ADVENTURES,HOMER,2517829,AK6608AW,BLACK PEARL,136,6/2/2025,1:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,222010,SC,P ,3A,525931,SC,P ,3A,3A,P ,SC,6,1,5,6,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,12,0,NULL,NULL,NULL,11,0,NULL,NULL,3,0,NULL,NULL,NULL,NULL
12888,17829,HOMER FISHING ADVENTURES,HOMER,2517829,AK6608AW,BLACK PEARL,141,6/6/2025,3:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,222010,SC,P ,3A,525931,SC,P ,3A,3A,P ,SC,3,2,4,3,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,6,0,NULL,NULL,NULL,6,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL
22508,17829,HOMER FISHING ADVENTURES,HOMER,2517829,AK5140N,DREAM WEAVER,146,6/6/2025,3:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,222040,SC,P ,3A,515937,SC,P ,3A,3A,P ,SC,4,2,4,4,0,0,0,0,1,0,1,0,NULL,NULL,NULL,0,8,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18261,17829,HOMER FISHING ADVENTURES,HOMER,2517829,AK8003P,BLUE FOX,144,6/9/2025,12:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,NULL,NULL,NULL,NULL,525931,SC,P ,3A,3A,P ,SC,5,NULL,2,4,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22508,17829,HOMER FISHING ADVENTURES,HOMER,2517829,AK6608AW,BLACK PEARL,149,6/10/2025,3:PM,NULL,HOMER,1,1,SC,P ,3A,LCI  ,222040,SC,P ,3A,515937,SC,P ,3A,3A,P ,SC,6,3,1,6,0,0,0,0,2,0,3,0,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
